卫视频道,#genre#
西藏卫视,http://php.jdshipin.com:8880/xztv.php?id=ws
湖南卫视,http://61.163.181.78:85/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://39.164.160.249:9901/tsfile/live/0139_1.m3u8
三沙卫视,https://srs.ssws.tv/video/sstv-10/index.m3u8
山东卫视,http://39.164.160.249:9901/tsfile/live/0131_1.m3u8
黑龙江卫视,http://183.11.239.36:808/hls/48/index.m3u8
北京卫视,http://183.11.239.36:808/hls/41/index.m3u8
天津卫视,http://182.150.23.74:808/hls/27/index.m3u8
西藏卫视,http://120.238.94.10:9901/tsfile/live/1077_1.m3u8
西藏卫视,http://183.11.239.36:808/hls/64/index.m3u8
内蒙古卫视,http://cssbyd.imwork.net:8082/hls/44/index.m3u8
湖北卫视,http://182.150.23.74:808/hls/28/index.m3u8
山东卫视,http://182.150.23.74:808/hls/23/index.m3u8
星空卫视,http://iot-mqqt.111yao.cn:8080/live/diyp_xingkong.m3u8
北京卫视,http://39.164.160.249:9901/tsfile/live/0122_1.m3u8
河北卫视,http://39.164.160.249:9901/tsfile/live/0117_1.m3u8
广东卫视,http://39.164.160.249:9901/tsfile/live/0125_1.m3u8
江苏卫视,http://182.150.23.74:808/hls/18/index.m3u8
